number_of_rooms,lot_size,house_size,number_of_bathrooms,size_of_the_yard,distance_to_santa_monica,distance_to_malibu,distance_to_closest_freeway_entrance,distance_to_shopping_center,distance_to_the_beach,solar_pannel,number_of_parking_spot,gated,HOA,school_district,price
4,2282,2049,2.4,913,1.8,21.01,0.43,0.58,0.59,1,2,0,1,7.64,1390823
5,3410,2171,3.6,2385,2.47,21.52,1.14,0.91,1.16,1,4,0,0,7.87,1608758
3,6895,1397,1.7,5421,1.1,16.54,2.35,0.5,0.9,1,3,1,0,7.61,675931
5,4926,2523,3.2,2803,1.05,12.47,2.3,1.12,0.56,0,2,0,1,7.91,2117920
3,4011,1377,1.7,3641,1.62,17.11,0.34,0.14,0.9,1,2,0,1,7.66,464690
6,6102,2983,4.2,3506,1.04,15.77,2.39,0.98,0.75,0,3,0,0,7.71,3083152
5,3618,2002,3,2225,3.57,16.59,1.5,0.71,1.12,1,2,0,0,7.8,484681
5,2753,1741,3.1,1065,1.71,20.37,2.33,1.33,0.59,0,3,1,0,8.01,1023427
8,19145,3219,3.9,16030,17.65,9.14,13.99,6.37,1.02,1,6,0,1,8.16,4063342
4,2270,1742,2,236,1.57,16,1.37,0.63,2.66,0,4,0,0,7.38,250000
2,4637,1420,2.3,4166,2.07,12.51,0.52,0.83,1.1,0,3,0,0,7.74,417175
3,5197,1384,1.8,3503,1.98,13.33,2.27,1.28,1.25,0,2,0,0,7.14,538179
7,2899,2614,3.6,592,2.31,18.87,0.57,0.25,3.97,0,4,0,1,7.84,970086
6,6194,2541,3.2,3291,0.78,19.19,1.25,0.11,1.47,0,3,1,0,7.97,2144579
2,2349,1015,1.9,556,0.15,17.17,1.24,0.36,1.43,0,2,0,0,7.61,250000
5,2517,2049,3.3,252,2.03,15.35,0.91,1.27,0.35,1,3,1,0,8.06,1555540
3,2776,926,2.1,2093,1.09,22.79,2.29,0.28,0.45,0,4,0,0,7.21,250000
6,6102,2501,3.4,3500,3.56,18.68,1.03,0.22,3.76,0,4,0,0,7.31,959603
6,3157,2118,4.6,728,2.79,14.74,0.84,0.74,1.84,0,4,0,0,7.26,853169
10,11075,6859,4.9,5144,13.86,7.78,7.68,7.03,0.24,0,6,0,0,8.31,9734173
4,2917,1517,2.4,1369,1.33,16.03,1.3,0.33,0.66,0,1,0,1,7.45,761766
5,3527,2664,3.1,1070,1.28,21.44,1.02,0.41,3.27,0,2,1,0,7.99,862768
7,5614,2563,3.6,3060,1.42,14.89,0.86,0.64,0.35,0,5,0,1,7.71,2558309
2,7531,1047,2.9,6892,2.79,21.06,0.81,1.55,2.5,0,1,1,0,7.76,250000
3,3579,1208,3.7,1945,2.11,22.56,1.4,0.36,0.32,0,3,0,1,7.79,339855
3,4911,1685,2.4,3169,3.72,14.2,0.72,1.9,3.29,0,3,0,0,7.56,250000
2,8689,1599,1.7,6800,1.02,21.19,1.01,1.06,1.22,0,2,0,0,7.7,250000
8,25221,3893,4.3,21536,27.34,6.16,6.13,5.76,0.49,0,6,0,1,7.91,5165543
4,4202,1787,3,2047,2.27,17.77,1.66,0.28,1.82,0,4,0,0,7.75,250000
9,25631,3348,4.7,22362,19.49,6.52,11.52,3.15,1.21,0,4,1,1,7.52,4730227
7,7721,3188,4.6,4470,3.01,21.7,1.72,0.89,3.91,0,6,0,0,7.9,1706641
5,1958,2295,3.4,104,0.89,17.02,1.19,0.22,0.11,1,4,0,0,7.95,1965244
6,30703,2385,3.3,27938,19.44,6.55,10.09,1.31,0.22,0,3,0,0,7.73,3511087
6,2964,2020,3.8,939,3.22,16.7,1.14,0.48,1.36,0,3,0,0,7.67,626457
6,6743,1753,3.8,5529,0.5,15.29,0.83,0.8,0.6,0,4,0,0,7.28,1539374
10,22966,6881,5.3,16082,24.14,0.77,9.09,4.85,1.42,1,6,0,0,8.3,9750978
8,7496,3103,3.6,5963,3.47,20.61,0.48,0.47,3.01,0,4,0,0,7.83,1667401
7,8876,3172,5.3,6259,2.24,21.4,0.39,0.9,3.57,0,4,0,0,7.62,1896997
7,6423,2781,3.9,3405,1.48,17.6,1.72,0.75,1.2,1,5,0,0,7.82,2673761
10,49602,5072,5.1,44809,14.26,1.12,7.45,6.96,1.93,0,6,1,0,8.11,8314400
7,2632,2825,4,222,1.1,21.56,1.47,0.77,1.47,1,4,1,0,7.66,2880414
3,2355,1209,2.5,1067,2.11,21,1.14,1.26,0.24,0,3,0,1,7.95,250000
5,4868,2166,3.3,3365,1.56,20.35,2.32,1.2,0.47,0,4,0,1,7.34,1890442
3,6837,1364,2.5,5336,1.49,13,0.78,1.17,0.61,1,3,0,0,7.34,669283
3,6702,1401,2.2,5810,2.5,23.49,0.91,0.5,2.1,0,1,0,1,7.61,250000
5,6136,2687,3.4,3623,1.91,21.79,0.78,1.12,0.7,0,3,0,0,8.15,2249736
7,3637,2641,3.5,1038,1.97,12.17,0.62,0.4,0.7,0,4,0,0,7.95,2449130
6,2252,2343,3.1,125,1.05,13.95,0.56,0.88,0.61,0,2,0,1,7.79,1951204
5,23989,2411,3,21666,16.47,3.46,9.57,1.13,1.84,1,3,1,0,7.9,3181889
10,51772,4870,5.6,48076,20.02,3.86,6.24,4.81,1.79,0,6,1,1,8.04,7857557
10,8446,4019,4.5,5005,18.8,3.73,11.82,6.17,1.82,1,6,0,1,7.79,4779862
3,6551,1439,2.2,4937,1.49,16.33,1.76,0.89,1.67,0,4,0,1,7.61,583730
4,3266,2370,2.5,1554,0.58,21.93,1.79,0.76,1.66,0,5,0,0,7.91,1589142
6,5197,2034,3.8,3659,2.1,17.4,0.34,0.68,2.12,1,3,1,1,8.07,673180
6,5556,2280,3.9,3724,1.32,20.32,1.28,0.83,0.78,0,4,1,0,7.85,2037458
6,5697,2373,3.2,3565,1.1,20.14,1.51,0.49,1.2,0,4,0,0,7.79,1987464
8,44726,4082,4.5,40946,18.27,0.52,7.59,6.91,0.83,0,5,0,1,8.23,6437308
10,47659,4196,6.4,42546,17.66,9.35,4.54,1.9,0.9,0,5,0,0,8.16,6597237
5,5465,2486,4.2,3473,2.68,17.68,0.36,1.81,3.1,0,5,1,0,7.99,932338
5,8427,1907,3,7275,2.68,21.43,1.77,0.76,4.35,0,3,0,0,7.85,250000
4,31251,1781,2.8,29887,15.35,0.28,11.77,6.67,2,1,2,0,0,7.82,2247898
4,6028,1196,2.9,6015,2.32,14.41,0.48,0.58,0.42,0,2,0,1,8.04,356458
5,4806,2127,3.7,3212,0.6,13.69,1.97,0.55,0.51,1,3,0,0,7.55,1912171
6,6644,2403,4.3,4681,2.82,20.55,0.52,0.94,2.86,0,4,0,0,7.77,872552
3,2723,1575,3,1204,1.74,22.51,2.06,0.35,1.06,0,2,0,0,7.74,599007
7,7932,2978,3.6,5621,2.98,19.96,0.2,1.3,2.25,1,3,0,0,7.85,1618098
3,3512,1969,2.4,2493,2.13,23.25,1.24,1.4,0.37,1,3,1,1,7.87,1354038
4,7359,2106,3.2,5652,1.22,18.2,1.2,0.55,1.52,1,3,0,0,7.65,733370
6,20807,2621,3.8,18954,15.43,1.04,12.96,7.85,1.91,0,4,0,1,7.79,3385713
10,31593,5417,6,27139,27.68,1.7,13.27,4.56,1.32,0,5,0,0,8.21,7920882
10,43873,4700,6.2,40838,16.49,3.8,4.9,6.46,0.72,1,5,0,0,7.78,7846174
4,6465,2129,3,3936,0.42,12.64,0.56,0.76,1.24,0,5,0,0,7.56,1648578
7,6848,3081,3.8,4029,1.55,18.23,0.4,1.17,2.02,1,4,0,0,7.76,1815025
4,2274,1846,2.6,877,0.94,18.45,1.95,0.26,1.44,0,3,0,0,7.55,982743
3,4404,1245,2.3,2591,1.89,19.13,0.47,1.35,1.15,1,3,0,0,7.74,250000
7,11445,2737,4.1,7588,12.39,0.63,4.3,6.56,0.67,0,4,0,0,7.64,3604232
7,6594,2603,4.4,4938,1.8,17.21,1.58,0.22,1.64,0,3,0,0,7.74,1437460
6,1851,2313,2.7,104,0.39,16.54,0.88,0.61,0.94,1,3,0,0,7.9,1910107
2,5139,965,2,3614,0.99,18.39,0.35,0.81,1.21,0,2,1,0,7.46,250000
6,3288,2523,3.6,1145,0.96,14.29,1.11,1.3,1.36,0,3,0,1,7.58,2287174
7,6144,3454,4.2,2596,1.7,14.7,1.25,1.53,1.99,1,5,1,0,7.88,2379288
3,3323,1426,3.8,2662,1.65,13.56,2.19,1.03,1.31,0,2,1,0,7.53,663297
9,11348,3952,5.1,7805,18.84,0.92,8.11,4.5,0.22,0,6,0,1,7.89,5032866
3,3616,1064,2.5,2779,1.89,18.73,1.56,0.5,1.49,0,1,1,0,7.45,250000
7,2565,3146,3.7,0,0.62,23.22,0.75,1.4,1.21,0,3,0,1,7.67,3126269
4,56677,1628,3.6,54672,12.24,4.37,9.91,2.8,0.59,0,4,0,0,7.48,3143645
3,6784,1387,2.5,5069,1.07,23.51,0.2,0.82,2.73,0,3,0,0,7.92,250000
5,2112,2704,3.6,0,2.16,19.25,1.24,1.28,1.34,0,3,0,0,7.84,2165052
7,4301,2616,4.4,1994,1.26,16.33,1.34,1.29,1.78,1,4,0,0,7.78,2457659
6,6682,3226,4.4,4282,3.2,16.53,0.95,1.96,2.94,0,4,0,0,7.97,1693211
4,4398,2074,2.9,2258,3.69,18.31,0.66,0.83,1.75,0,4,0,1,7.92,409691
10,44539,6033,4.8,40092,13.61,6.85,6.66,6.46,1.92,0,6,1,1,8.14,9506065
4,8951,2007,2,6885,2.78,15.28,0.43,1.77,2.05,1,4,1,0,7.67,535228
5,2863,1718,3.6,2100,0.28,22.28,2.19,0.68,1.14,0,5,0,0,7.41,1105582
4,4649,2405,1.9,2163,2.22,24.04,0.32,1.23,3.01,1,4,1,0,7.9,574052
5,8773,1735,3.1,6803,1.46,17.45,1.18,0.53,4.18,0,2,0,0,7.47,250000
2,5108,1122,2,4540,2.51,14.79,1.61,1.56,2.33,1,3,0,0,7.62,250000
10,25420,5767,4.8,20280,26.74,2.76,12.3,2.73,0.75,0,6,0,1,8.49,9076018
6,5719,2992,4.1,3603,1.33,20.63,2.31,1,1.25,0,5,1,1,8.32,2760572
4,6158,2009,3,4511,2.26,18.12,1.75,1.5,0.35,1,4,1,0,7.93,1501805
3,3346,1336,2.4,1510,2.69,14.59,1.6,1.65,3.75,0,2,0,0,7.46,250000
5,5556,2753,3.1,2814,3.45,22.23,1.19,1.74,4.15,1,4,0,1,7.9,915653
4,6957,1423,3,6035,0.73,12.62,2.37,0.74,1.25,0,4,0,0,7.6,703980
4,8715,1860,2.3,6971,3.28,20.38,0.55,1.31,4.39,0,3,0,0,7.68,250000
5,5721,1990,3.7,3779,2.26,21.57,2.28,0.4,1.24,0,3,0,1,7.4,1547216
8,46468,3380,5,42952,22.91,2.01,7.82,3.52,0.55,0,4,0,0,8.07,5162773
7,3445,3060,3.9,1062,0.73,16.78,1.14,0.44,0.47,0,5,0,0,7.8,3053801
3,2590,1229,2.3,1222,1.79,18.4,0.83,0.41,1.79,0,2,0,0,7.49,250000
6,6923,2821,3.2,4810,0.14,19.4,0.86,0.25,1.3,1,6,0,1,7.81,2752231
4,3342,1293,2.7,2282,1.24,21.56,1.05,1.37,1.03,0,2,0,1,7.64,351680
3,7481,1674,1.9,6240,3.48,19.02,0.48,0.83,1.86,0,2,0,0,7.51,250000
6,4073,2372,3.6,2274,1.97,23.49,1.63,1.54,1.61,0,4,1,1,8.01,945462
7,16119,3635,4.1,12287,25.37,5.86,12.47,6.75,1.82,1,4,1,1,8.11,4232769
2,2224,922,1.8,1976,1.46,19.55,0.41,0.51,1.55,0,2,1,0,7.5,250000
7,3856,2635,4.8,1447,1.67,18.65,1.57,1.53,1.54,0,3,0,0,7.44,1433679
7,5323,3508,4.7,2630,1.66,21.05,1.32,1.69,2.42,1,5,0,0,7.86,2197670
4,6747,1903,3.3,5258,1.13,20.14,1.99,0.77,0.46,0,2,1,1,7.69,1513420
4,4427,1873,2.8,3406,2.91,15.96,1.43,1.25,4.2,0,3,0,0,7.68,250000
4,12362,2199,2.1,10912,17.9,8.39,8.67,3.12,1.17,1,3,1,0,7.64,2346379
8,6256,3346,5,2766,1.6,23.12,1.3,0.68,3.34,0,4,0,0,7.65,1917587
2,2029,1335,1.8,587,1.73,12.99,1.52,0.3,0.43,0,2,0,0,7.69,301539
10,22706,6008,5.7,17295,14.92,1.42,4.45,7.56,0.69,1,6,1,0,8.66,8496941
3,5720,1070,2.1,4754,1.36,13.47,0.95,0.46,1.53,0,3,0,0,7.56,250000
8,14354,4611,4.6,9323,27.39,8.63,12.5,6.72,0.69,0,5,1,1,7.99,6078836
3,15446,2042,3,13858,21.97,4.11,4.6,3.36,1.57,1,2,1,1,8.18,2012333
10,47752,6495,5.7,42157,18.9,9.06,10.22,7.06,0.17,1,6,0,0,8.42,11669032
2,2313,1131,1.5,1736,0.73,14.95,1.93,0.9,1.4,0,2,1,0,7.78,250000
10,33387,4425,5.7,29247,12.83,6.75,6.73,0.94,0.23,0,6,1,0,8.23,6891911
7,8069,2584,3.8,4894,2.72,19.29,0.94,1.92,1.48,0,4,0,0,7.74,1378655
2,3800,1143,1.8,2815,2.27,16.9,2.46,0.59,1.52,0,2,0,1,7.4,250000
10,32609,6035,5.6,27011,17.99,4.1,5.67,7.4,1.8,0,6,1,0,8.14,8524848
8,26123,3406,4.3,23073,27.98,3.96,6.48,5.29,1.62,0,4,0,0,7.87,4597896
2,41638,1440,1.2,39762,16.25,9.08,10.43,7.87,0.4,0,2,1,0,7.85,1762636
5,5984,2184,2.2,4990,3.67,20.7,1.68,1.12,2.02,0,4,0,0,7.62,608012
4,27860,1997,2.3,26009,25.14,2.28,11.13,2.09,0.13,1,3,1,1,7.83,2797416
8,34401,4035,4.1,31064,23.5,2.3,11.89,3.89,0.34,0,5,1,1,8.14,6397186
7,6412,3161,3.5,2725,3.51,21.08,1.21,1.86,4.25,0,5,0,1,7.9,1511631
10,44863,6370,5.6,39234,15.48,1.25,10.15,6.72,1.21,0,6,0,1,8.16,10179945
6,8591,2996,3.6,6740,21.98,7.68,4.1,3.15,0.51,1,5,0,1,7.48,3616502
8,4502,3054,5,1608,1.86,18.93,0.66,0.31,0.95,0,4,1,0,7.74,3137736
6,4261,2720,4.3,2680,2.42,18.02,0.67,1.06,1.39,1,4,0,0,7.86,2414032
6,4637,2677,3.9,2116,0.92,20.99,1.27,0.63,0.67,0,4,0,0,7.5,2541253
5,4488,1698,3.1,2875,1.4,23.36,0.62,0.1,0.23,0,5,0,0,7.47,1206621
5,37064,2907,3.5,34544,20.02,9.64,4.2,2.24,0.95,1,5,0,1,7.52,4246181
10,10980,6680,5.5,4701,19.34,9.93,9.4,6.25,0.11,0,6,0,0,8.57,9104134
7,4049,3110,4.2,1995,0.18,19.1,1.94,1.17,1.32,0,5,0,1,7.67,3316161
10,47396,6820,5.7,40871,26.87,4.92,11.55,5.62,1.64,1,6,1,0,8.63,10579139
5,2061,2010,3.7,0,2.29,21.49,1.11,0.19,1.18,1,3,0,0,7.92,1375609
5,1906,1341,3.4,1100,1.5,13.82,2.24,0.36,0.99,0,2,0,1,7.67,573464
8,8311,3290,5.4,4752,1.45,14.98,0.67,1.98,1.08,0,5,0,0,7.46,2633195
3,3442,1377,2.8,1929,1.09,14.44,1.84,0.27,1.71,0,2,0,1,7.56,445298
7,4954,3166,4.4,2196,1.34,17.11,1.11,1.2,0.22,0,5,0,0,7.65,3334589
5,7263,1710,4.2,5881,3.82,16.34,0.31,1.36,3.97,0,3,0,0,7.81,250000
6,3845,3087,4,724,1.93,18.87,0.79,0.7,1.42,0,5,0,0,7.84,2864874
6,7615,2726,4.4,5459,3.19,17.69,0.62,1.28,1.7,1,3,0,0,7.72,1489362
4,6072,2319,2.5,3962,3.74,23.22,1.77,1.06,1.3,0,2,0,0,7.63,676676
6,3165,2840,3.5,279,3.65,17.34,0.49,1.57,1.64,1,4,0,1,7.85,1401826
6,2734,2907,3,21,3.68,15.96,1.36,1,3.64,0,5,0,0,7.98,1122103
6,13911,2865,3.4,10816,27.93,1.73,11.21,6.02,1.4,1,5,0,0,7.83,3194735
8,6017,3468,4.8,2583,2.96,25.49,0.37,1.72,2.17,1,4,0,0,7.92,2088780
6,3201,1829,2.5,1793,1.27,12,2.26,0.11,1.42,0,2,0,0,7.42,1300756
4,2486,2224,2.8,587,0.92,20.12,1.93,0.92,0.57,0,4,1,0,7.76,1699974
9,8051,3253,4.9,5258,2.81,18.72,1.24,1.57,2.44,0,5,0,1,7.69,2322371
8,8360,3370,4.1,5995,3.35,16.52,1.37,0.38,4.13,0,5,0,0,7.39,2062096
10,37882,5380,5.3,32785,20.42,7.75,11.52,5.53,2,0,6,1,0,8.16,7295829
4,6475,1558,3.1,3825,0.72,21.84,0.91,1.02,1.5,0,3,0,0,7.4,791700
7,6779,3156,4.5,3461,3.62,22.45,1.3,0.3,1.38,0,4,0,0,7.58,2042221
4,7152,1940,2.7,5118,3.35,16.88,1.31,1.51,4.39,0,3,0,0,7.67,250000
7,4454,3045,3.8,1903,1.01,12.5,1.98,0.9,1.49,0,4,0,0,8.02,2778695
3,4074,1370,2.4,3128,2.15,12.54,1.08,0.98,1.65,0,2,0,0,7.87,252469
5,5922,2357,3.5,3824,1.76,14.77,2.43,1.02,0.44,0,3,0,0,7.74,2076532
5,6961,1595,2.5,6211,1.73,14.78,1.51,0.64,1.73,0,2,0,0,7.89,823922
6,4617,3138,3.8,1333,1.81,17.77,2.32,0.91,0.33,0,3,0,1,7.74,3196891
10,16103,6883,5.5,10275,18.03,6.24,4.78,3.28,1.62,1,6,0,1,8.15,10144489
10,37964,5463,4.9,33830,13.28,7.71,7.11,6.6,1.07,0,6,0,1,8.21,8355278
6,6987,2504,3.3,4684,1.96,16.76,2.3,0.86,1.26,1,4,0,1,7.8,2234496
2,4309,1525,2.1,3349,1.24,12.22,0.41,0.12,1.15,0,3,0,1,7.61,659364
3,7176,1747,1,5988,3.95,22.21,0.8,0.37,1.63,0,4,0,0,7.91,250000
7,6145,3145,4.7,3628,1.56,13.74,1.14,0.11,1.12,1,5,0,1,7.56,3563148
9,57310,4617,5,52773,25.49,2.76,8.16,2.12,1.09,0,6,0,0,7.77,7406935
4,2650,1828,2.7,1891,2.27,14.69,1.81,0.3,0.7,0,3,0,1,7.61,1204438
3,3545,1113,1.8,2133,1.59,16.16,1.68,0.11,1.77,0,3,0,0,7.64,250000
3,4597,1009,2.9,3971,2.17,14.05,1.09,0.2,0.33,1,3,0,0,7.53,250000
6,4341,2362,3.3,2515,1.62,24.06,1.8,0.78,3.95,1,3,0,0,7.53,667708
6,4621,2886,3.3,1635,2.42,20.98,0.31,0.29,0.23,1,4,0,1,7.59,2727156
6,4080,2304,4.1,1932,1.28,22.06,2.28,0.76,0.51,0,3,0,1,7.38,2207180
2,4873,1168,1.5,4228,1.88,21.63,1.5,0.31,1.44,0,2,1,0,7.77,250000
3,3446,1214,2.9,2702,0.9,15.37,1.92,1.08,1.72,0,3,0,1,7.6,250000
7,4241,3018,3.3,1365,1.94,25.56,1.77,1.4,1.4,0,5,0,0,7.93,1553104
10,49600,5796,5.5,43831,14.08,4.09,13.85,7.92,1.24,1,6,1,1,8.22,10004873
6,2678,3160,3.8,0,1.28,12.14,2.4,0.8,1.52,0,4,1,0,8.21,2956391
2,2250,950,2.4,1382,1.75,18.31,2.23,0.8,0.48,0,1,0,0,7.55,250000
5,2504,2233,3.7,0,1.8,20.11,1.17,0.29,0.95,1,3,0,0,7.57,1866414
5,2984,2974,3.2,1130,1.36,21.79,1.52,1.42,1.65,0,5,0,0,8.02,2404355
7,4087,3117,3.6,842,1.6,23.39,1.89,1.11,1.11,0,4,0,0,7.87,2909531
4,3193,2210,2,1021,1.76,16.68,1.73,0.85,1.16,0,4,0,0,7.62,673186
3,6035,1160,1.9,4118,1.21,18.96,1.85,0.68,1.35,0,3,0,0,7.86,250000
5,4524,1834,3.1,2762,0.57,19.38,2.49,0.61,1.04,1,3,0,0,7.43,1383826
2,6637,1137,1.6,5810,1.88,19.53,0.63,0.29,1.3,0,2,1,0,7.71,250000
10,30769,4368,5.6,27396,24.88,7.28,10.2,3.8,1.61,1,6,1,1,8.16,6036816
2,4262,1243,1,3895,1.93,23.25,1.6,1.84,2.33,0,2,0,0,7.24,250000
5,4089,2570,2.8,2628,3.97,20.57,1.24,1.85,2.31,0,3,1,0,7.93,866463
4,6465,1628,3.5,5391,0.88,23.01,0.33,0.37,0.82,0,3,0,1,7.5,1139394
2,2114,1174,2.4,1370,0.92,13.41,1.24,0.35,1.42,0,2,1,0,7.72,250000
8,6856,3120,4.2,3333,1.02,23.45,0.61,1.05,0.43,1,4,0,1,7.72,3211146
2,5148,1133,1.8,4280,1.25,16.01,2.25,0.2,1.51,0,2,0,0,7.31,250000
10,7025,5740,5.2,1737,16.05,3.96,8.2,2.99,0.28,1,6,0,1,7.93,8053303
10,15538,4579,5.7,11522,21.11,3.85,13.51,6.88,1.68,0,6,0,0,7.91,6602587
8,6212,3130,4.1,2544,0.8,15.64,1.16,1.24,0.12,1,4,1,1,8.11,3414639
5,3249,2587,3.5,995,1.08,22.5,1.37,1.62,1.6,0,4,0,0,8.07,952960
3,5221,1307,2,3120,1.4,23.49,1.68,0.17,1.78,0,3,0,1,7.55,263763
5,6398,2020,3.2,4959,1.15,16.89,1.1,0.84,1.13,0,2,0,0,7.79,1448108
8,5054,3132,5,2989,1.35,14.25,1.01,1.25,0.7,0,4,0,1,7.74,3330427
6,6656,2283,3.2,4082,3.39,19.78,1.61,1.52,2.1,0,4,0,0,7.81,758789
10,17698,5594,5.9,12606,26.82,1.1,8.14,7.42,0.49,0,6,0,0,7.63,7099503
4,5972,2007,2.9,4178,2.07,21.9,1,0.11,1.65,0,3,1,1,7.7,1431822
6,3733,2006,4.1,1743,0.51,18.93,1.26,1.43,1.69,1,3,0,0,7.8,1441755
6,2766,3067,3.7,0,1.21,17.01,0.89,1.35,1.54,0,4,0,0,7.56,2843872
5,2736,2422,3.6,760,3.32,25.4,1.32,0.38,1.31,1,4,0,1,8.01,906702
5,6992,1543,4.3,5080,1.52,15.38,0.55,0.89,0.7,0,3,0,0,7.59,982367
6,41402,1961,3.6,40201,25.84,8.35,11.54,4.16,1.54,0,3,0,0,7.47,2899428
6,2842,2565,4.2,0,3.57,22.85,0.81,1.99,3.32,1,4,0,0,7.47,881275
8,7907,2984,3.6,5285,1.36,16.95,0.24,0.21,1.79,1,4,0,0,7.8,1861054
7,4296,3220,4.1,796,2.36,25.98,0.2,0.4,2.06,1,6,0,0,7.56,2058066
8,2148,2712,4.7,602,1.72,16.94,2.27,0.68,1.31,0,3,0,0,7.78,2519169
7,7381,2498,3.5,4952,19.36,6.73,5.71,1.21,1.09,0,3,1,0,7.39,2961785
10,9882,4570,4.7,6148,25.54,9.88,10.99,3.54,0.88,0,6,1,1,8.2,6243948
3,5814,1476,2.4,3837,1.37,19.83,0.46,1.24,3.26,0,2,0,0,7.39,250000
4,5317,1906,3,3725,3.45,15.31,0.86,0.97,2.64,0,3,0,0,7.48,250000
6,2282,2189,3.3,57,0.16,23.6,1.05,1.07,1.48,1,4,0,0,7.56,1684758
7,8018,3494,5.2,3904,2.42,25.65,0.86,0.59,2.8,0,6,1,0,8.1,2208559
2,6044,1031,2.4,5639,0.9,13.13,0.49,1.02,0.76,0,1,0,1,7.68,250000
5,4208,3020,4.1,2082,0.96,19.34,1.1,0.23,0.87,0,4,0,1,7.79,3009735
7,16742,2640,3.8,12856,25.54,9.05,6.23,1.23,0.27,0,4,1,0,8.05,3350445
6,6156,2505,3.1,3554,0.13,14.78,1.63,0.8,1,0,3,0,0,7.63,2239745
5,2879,2296,2.8,941,1.86,19.92,1.35,0.17,1.73,0,4,0,0,7.99,1635528
7,2275,3126,4.4,0,3.22,15.69,0.76,1.35,2.74,0,4,0,0,8.13,1624193
5,18041,2602,2.7,15760,12.92,6.65,9.49,1.6,0.79,0,4,0,0,7.72,3629956
9,45613,4300,5,41377,24.88,7.11,6.44,4.62,1.16,0,5,1,1,8.24,7360504
4,8877,2001,2.3,6229,3.14,18.31,1.57,1.74,4.16,1,3,0,1,7.44,250000
3,6316,1203,3,4752,3.54,21.18,1.59,1.76,2.91,0,3,0,0,7.33,250000
7,7413,2953,4,4721,1.5,15.18,1.15,1.53,1.52,0,5,0,0,7.77,1740882
7,3033,3312,3.8,890,2.86,21.17,1.78,1.33,4.25,0,6,0,0,7.6,1781589
8,5444,3541,4.9,2001,2,25.79,0.3,1.43,2.59,0,5,0,0,7.63,2350645
5,5159,3163,3.9,2421,1.54,20.29,1.53,1.2,1.76,1,4,0,0,7.54,3102544
6,6960,2364,4.6,4279,2.2,21.69,1.73,1.28,0.59,0,4,0,1,7.61,2178310
7,3874,2820,4.7,1537,2.3,14.84,0.88,0.41,0.7,0,5,0,0,7.91,2821291
10,10018,5668,5.7,4545,12.73,1.23,8.4,4.23,1.65,0,6,0,1,8.23,7730213
5,4396,2072,4,2134,3.13,20.2,0.21,1.86,1.23,0,3,0,1,7.26,769305
3,5347,1540,2.4,3759,0.23,19.99,1.37,0.12,0.29,0,3,0,0,7.51,804066
2,5246,1741,1.2,3821,1.81,19.54,1.73,1.21,1.17,0,3,0,1,7.53,879263
5,3790,2374,3.3,1330,0.32,17.51,2.49,1.1,1.03,0,4,0,0,7.87,1838510
6,2320,2935,3.6,0,1.57,23.9,0.77,0.81,1.04,1,5,1,0,7.76,1646488
2,6856,1038,1.2,7077,2.16,21.22,1.13,0.13,0.11,0,1,0,0,7.5,250000
6,5774,3049,3.4,2680,2.3,13.65,1.41,0.23,1.73,0,5,0,1,7.75,2938389
10,34460,5353,5.7,29174,17.97,5.42,13.77,3.17,1.38,0,6,1,0,8.11,8598472
4,55380,1642,1.9,54231,24.33,1.86,6.15,4.11,1.2,0,5,1,1,7.74,2789699
5,6791,2356,1.7,5902,3.07,17.88,0.44,1.4,1.86,0,3,1,0,7.58,864588
3,5295,1629,2.6,3439,0.65,16.56,1.6,1.04,1.2,0,3,0,0,7.87,728067
7,4059,3045,4.6,1233,1.31,20.7,2.12,0.39,0.47,0,4,0,0,7.98,3146859
4,2149,2218,2.6,466,0.97,16.21,1.81,0.75,1.38,1,3,0,0,7.53,1566518
3,4993,1208,2.1,2939,2.89,15.19,1.17,1.11,2.73,0,1,0,0,7.44,250000
6,6122,2970,2.9,2773,3.22,24.24,0.8,0.82,3.91,1,4,0,1,7.95,1180405
7,5998,2963,4.5,3563,1.99,22.18,0.52,1.39,1.16,0,3,0,0,7.93,2900222
7,2921,3341,4.4,0,3.64,22.97,1.68,1.2,2.57,0,6,0,0,7.39,2029443
2,8377,1018,3.1,7209,1.4,15.44,1.68,1.39,4.33,0,2,0,0,7.27,250000
6,3545,2731,3.8,732,0.54,16.16,0.44,0.88,1.14,0,4,1,1,7.63,2654163
10,36954,4831,5.5,32681,19.41,2.71,9.89,5.96,0.8,0,6,1,0,8.05,7647384
5,5568,2373,2.7,2694,2.25,18.24,1.47,1.09,0.65,0,3,1,0,7.68,2026748
5,3812,1709,3.5,2540,2.23,12.71,2.44,0.11,1.71,1,2,0,0,7.45,1088056
2,5327,1392,1.3,4318,1.7,22.34,1.73,0.27,1.08,0,2,0,0,7.84,250000
8,3649,2717,4.6,697,2,21.84,0.81,1.46,3.34,0,4,0,0,7.48,1342461
6,6064,2472,3,3894,1.19,14.97,0.63,0.74,1.6,0,4,0,1,7.92,2113268
8,7844,3475,5.1,5366,2.5,21.26,1.18,1.61,3.88,1,5,0,0,7.85,2214665
7,2327,2882,4.9,0,3.32,22.67,1.43,0.98,4.48,0,5,0,0,8.16,1061063
6,6598,2182,4.5,5017,1.36,17.23,0.43,1.34,0.64,0,5,0,0,7.66,2072799
